0,1,2,3,4,5,6,7,8,9,graph_id,node_id
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,6,2
7.0,3.0,0.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,6,3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,6,4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,6,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,6,6
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,6,7
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,6,8
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,6,9
17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.21225408,0.0,0.46052632,6,10
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,7,0
7.0,3.0,0.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,7,1
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,7,2
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,7,3
7.0,3.0,1.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,7,4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,7,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,7,6
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,7,7
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,7,8
6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,7,9
7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.027521277,0.0,0.05263158,7,10
17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.21225408,0.0,0.46052632,7,11
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,8,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,8,1
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,8,2
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,8,3
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,8,4
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,8,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,9,0
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,9,1
7.0,4.0,1.0,3.0,0.0,0.0,0.0,0.027521277,0.0,0.05263158,9,2
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,9,3
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,9,4
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,9,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,9,6
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,9,7
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,9,8
15.0,6.0,1.0,5.0,0.0,0.0,0.0,0.1736726,0.0,0.14473684,9,9
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,10
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,11
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,12
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,13
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,14
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,9,15
15.0,4.0,0.0,3.0,0.0,0.0,0.0,0.1736726,0.0,0.14473684,10,0
7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.027521277,0.0,0.05263158,10,1
15.0,4.0,0.0,3.0,0.0,0.0,0.0,0.1736726,0.0,0.14473684,10,2
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,5
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,6
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,7
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,8
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,9
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,10
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,11
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,12
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,13
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,14
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,15
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,16
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,17
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,18
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,19
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,20
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,21
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,22
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,23
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,24
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,25
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,26
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,27
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,28
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,29
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,30
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,31
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,32
6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.010328015,0.0,0.05263158,10,33
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,34
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,35
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,36
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,37
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,10,38
7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.027521277,0.0,0.05263158,10,39
16.0,4.0,0.0,3.0,0.0,0.0,0.0,0.18308756,0.0,0.5,10,40
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,10,41
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,10,42
6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,10,43
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,44
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,45
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,46
16.0,4.0,0.0,3.0,0.0,0.0,0.0,0.18308756,0.0,0.5,10,47
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,10,48
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,10,49
6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,10,50
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,51
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,52
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,10,53
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,11,0
7.0,3.0,1.0,2.0,0.0,1.0,0.0,0.027521277,0.0,0.05263158,11,1
6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.010328015,1.0,0.05263158,11,2
7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.027521277,0.0,0.05263158,11,3
6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.010328015,1.0,0.05263158,11,4
6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.010328015,1.0,0.05263158,11,5
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,11,6
8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,7
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,11,8
6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.010328015,1.0,0.05263158,11,9
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,11,10
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,11,11
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,12
7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.027521277,0.0,0.05263158,11,13
16.0,4.0,0.0,3.0,0.0,0.0,0.0,0.18308756,0.0,0.5,11,14
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,15
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,16
6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,11,17
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,18
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,19
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,20
16.0,4.0,0.0,3.0,0.0,0.0,0.0,0.18308756,0.0,0.5,11,21
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,22
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,11,23
6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,11,24
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,25
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,26
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,11,27
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,12,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,12,1
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,12,2
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,12,3
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,12,4
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,12,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,13,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,13,1
6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.010328015,1.0,0.05263158,13,2
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,13,3
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,13,4
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,14,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,14,1
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,14,2
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,14,3
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,14,4
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,14,5
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,14,6
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,15,0
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,15,1
7.0,3.0,0.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,15,2
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,15,3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,15,4
7.0,3.0,1.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,15,5
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,15,6
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,15,7
17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.21225408,0.0,0.46052632,15,8
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,16,0
7.0,3.0,1.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,16,1
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,16,2
7.0,3.0,0.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,16,3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,16,4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,16,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,16,6
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,16,7
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,16,8
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,16,9
5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,16,10
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,16,11
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,16,12
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,16,13
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,16,14
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,17,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,17,1
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,17,2
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,17,3
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,17,4
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,17,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,18,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,18,1
6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.010328015,1.0,0.05263158,18,2
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,18,3
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,18,4
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,19,0
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.027521277,2.0,0.05263158,19,1
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,19,2
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,19,3
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,19,4
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,19,5
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,19,6
13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13928609,0.0,0.93421054,20,0
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,20,1
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,20,2
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,20,3
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,20,4
6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.010328015,1.0,0.05263158,20,5
6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.010328015,0.0,0.05263158,20,6
8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,20,7
8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04468008,0.0,0.05263158,20,8
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,20,9
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,20,10
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,21,0
7.0,3.0,1.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,21,1
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,21,2
7.0,3.0,0.0,2.0,0.0,1.0,1.0,0.027521277,0.0,0.05263158,21,3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,21,4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.010328015,1.0,0.05263158,21,5
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,21,6
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,21,7
6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.010328015,2.0,0.05263158,21,8
6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.010328015,3.0,0.05263158,21,9
5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,21,10
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,21,11
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,21,12
9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.07051304,0.0,0.0,21,13
